gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str
RPGR	RPGR_38287094-38288041_38276586-38276772_38290958-38291024	-0.41825	0.0335	4		chrX:38287094-38288041	-
PUS1	PUS1_131932722-131932833_131932174-131932312_131939172-131939275	-0.319	0.10040916292849	2		chr12:131932722-131932833	+
ZSCAN30	ZSCAN30_35267476-35267682_35264145-35264455_35290130-35290245	-0.324	0.0721248916810278	2		chr18:35267476-35267682	-
PEX5L	PEX5L_179973159-179973318_179971593-179971665_179974015-179974119	-0.296	0	4		chr3:179973159-179973318	-
DHX9	DHX9_182855577-182855713_182854040-182854178_182856531-182856572	-0.305	0.109082537557576	3		chr1:182855577-182855713	+
DYRK3	DYRK3_206636875-206636968_206635578-206635780_206637649-206637761	-0.34	0.0516462325182906	4		chr1:206636875-206636968	+
KIAA1217	KIAA1217_24542693-24542770_24536773-24536893_24544980-24545103	-0.3505	0.111284670003455	10		chr10:24542693-24542770	+
UCHL5	UCHL5_193027875-193027955_193023843-193023946_193028084-193028148	-0.387	0.140007142674936	2		chr1:193027875-193027955	-
LINC01778	LINC01778_30826131-30826194_30824265-30824373_30829747-30829882	-0.362	0.113079617968934	3		chr1:30826131-30826194	+
RALGPS2	RALGPS2_178833424-178833550_178811314-178811404_178877497-178877635	-0.481	0	5		chr1:178833424-178833550	+
EIF2AK3	EIF2AK3_88593913-88594108_88593271-88593405_88595468-88595663	-0.25725	0.0394493345951488	4		chr2:88593913-88594108	-
AASS	AASS_122082788-122082891_122081499-122081595_122086011-122086153	-0.221	0.0203960780543711	4		chr7:122082788-122082891	-
FAM219B	FAM219B_74906278-74906365_74904663-74905231_74906586-74906730	-0.2218	0.0349528253507495	5		chr15:74906278-74906365	-
FAM219B	FAM219B_74906324-74906365_74905153-74905231_74906586-74906848	-0.336428571428571	0.0697492106116792	7		chr15:74906324-74906365	-
CASP3	CASP3_184648465-184648631_184638400-184638468_184649394-184649447	-0.437	0.0997145927134038	3		chr4:184648465-184648631	-
PRIMPOL	PRIMPOL_184661774-184661903_184659339-184659437_184665916-184666064	-0.319	0	3		chr4:184661774-184661903	+
RUNDC3B	RUNDC3B_87807373-87807519_87777797-87777955_87816140-87816262	-0.348	0	5		chr7:87807373-87807519	+
TIMMDC1	TIMMDC1_119500695-119500860_119498546-119498927_119513640-119513719	-0.2145	0.00838649708360609	4		chr3:119500695-119500860	+
AC025171.3	AC025171.3_43023919-43024109_43019235-43019316_43024198-43024588	-0.773	0.168718700801067	4		chr5:43023919-43024109	+
DCLRE1C	DCLRE1C_14942114-14942435_14939809-14939869_14945104-14945189	-0.258666666666667	0.0515493291259288	3		chr10:14942114-14942435	-
SEZ6L2	SEZ6L2_29895259-29895460_29888539-29888725_29896821-29897121	-0.225	0	5		chr16:29895259-29895460	-
SLC9A5	SLC9A5_67255021-67255184_67252541-67252844_67266087-67266225	-0.25	0	4		chr16:67255021-67255184	+
FNIP1	FNIP1_131710578-131710661_131709200-131709272_131716564-131716656	-0.591666666666667	0.0317542648054294	3		chr5:131710578-131710661	-
CTNND1	CTNND1_57791385-57791673_57761796-57762046_57795576-57795729	-0.3555	0.0139164171634321	4		chr11:57791385-57791673	+
MDFI	MDFI_41646126-41646308_41638498-41638825_41649618-41649653	-0.327	0.00529150262212919	3		chr6:41646126-41646308	+
TFAP2A	TFAP2A_10402492-10402610_10393185-10393561_10404507-10404594	-0.956666666666667	0.0750555349946514	3		chr6:10402492-10402610	-
SIRT5	SIRT5_13599032-13599155_13596962-13597016_13600833-13600949	-0.344636363636364	0.0211578483181666	11		chr6:13599032-13599155	+
C17orf49	C17orf49_7016950-7017014_7016494-7016685_7017256-7017304	-0.257	0.00282842712474619	2		chr17:7016950-7017014	+
CSNK1G3	CSNK1G3_123595039-123595134_123591318-123591414_123604723-123604830	-0.338	0.0571270513854864	5		chr5:123595039-123595134	+
MDC1	MDC1_30707566-30708357_30707383-30707454_30711411-30711504	-0.3834	0.0586071667972442	5		chr6:30707566-30708357	-
MCTP1	MCTP1_94917896-94917973_94912805-94912976_94923961-94924021	-0.5392	0.108451371591142	5		chr5:94917896-94917973	-
C6orf89	C6orf89_36894504-36894603_36885853-36886028_36899425-36899633	-0.304	0.0155884572681199	3		chr6:36894504-36894603	+
OSER1-DT	OSER1-DT_44214888-44215003_44210994-44211356_44224820-44225969	-0.289	0.0355434007001769	4		chr20:44214888-44215003	+
ENPP5	ENPP5_46170053-46170114_46167433-46168297_46170807-46170980	-0.2975	0.0530330085889911	2		chr6:46170053-46170114	-
UBA3	UBA3_69080112-69080153_69077338-69077918_69080333-69080363	-0.261	0.0226053091109146	3		chr3:69080112-69080153	-
MLIP	MLIP_54230714-54230917_54202104-54202233_54257307-54257361	-0.47225	0.121294064158144	4		chr6:54230714-54230917	+
SORBS1	SORBS1_95351216-95351376_95346405-95346452_95354881-95354967	-0.248833333333333	0.0235577305075567	6		chr10:95351216-95351376	-
SORBS1	SORBS1_95386991-95387119_95384237-95384285_95395000-95395075	-0.2945	0.0106066017177982	2		chr10:95386991-95387119	-
SORBS1	SORBS1_95414494-95414655_95410632-95410777_95421960-95422073	-0.253818181818182	0.0438880808006415	11		chr10:95414494-95414655	-
BCLAF1	BCLAF1_136273963-136274189_136273081-136273187_136275531-136275701	-0.236	0.00282842712474617	2		chr6:136273963-136274189	-
EML6	EML6_54966723-54966880_54964570-54964733_54966999-54967231	-0.51075	0.21708581252583	4		chr2:54966723-54966880	+
SHARPIN	SHARPIN_144099081-144099205_144098632-144098994_144099276-144099322	-0.248444444444444	0.0326998131153341	9		chr8:144099081-144099205	-
NR2F1-AS1	NR2F1-AS1_93496057-93496103_93409840-93411509_93544794-93544915	-0.245	0.0169705627484771	2		chr5:93496057-93496103	-
NR2F1-AS1	NR2F1-AS1_93544795-93544915_93409356-93411509_93553760-93553863	-0.42075	0.11241997153531	4		chr5:93544795-93544915	-
FAM221A	FAM221A_23684499-23684672_23680129-23680283_23689268-23689459	-0.4405	0.0268700576850888	8		chr7:23684499-23684672	+
NUBP2	NUBP2_1786757-1786955_1786536-1786655_1787676-1787777	-0.289222222222222	0.0919194998052342	9		chr16:1786757-1786955	+
ST6GALNAC4	ST6GALNAC4_127916408-127916494_127914655-127914841_127916825-127917018	-0.21375	0.0137204227340122	4		chr9:127916408-127916494	-
SYTL2	SYTL2_85717483-85717530_85711112-85711232_85718789-85718843	-0.398	6.08094194448812e-17	6		chr11:85717483-85717530	-
TRMO	TRMO_97916164-97916338_97913251-97913558_97922417-97922487	-0.2525	0.0120208152801713	2		chr9:97916164-97916338	-
TMEM141	TMEM141_136791626-136791777_136791367-136791424_136791946-136792030	-0.244	0.0385918817024168	4		chr9:136791626-136791777	+
DMTF1	DMTF1_87155455-87155497_87154389-87154528_87163494-87163617	-0.282	0.0636396103067893	2		chr7:87155455-87155497	+
AC007566.1	AC007566.1_92465102-92465189_92462957-92463026_92491242-92491610	-0.2345	0.0233345237791561	2		chr7:92465102-92465189	+
ACTR3B	ACTR3B_152811697-152811733_152801620-152801731_152814549-152814645	-0.373333333333333	0.0691741762991556	6		chr7:152811697-152811733	+
TMEM53	TMEM53_44660174-44660295_44645359-44645464_44674330-44674402	-0.267	0	2		chr1:44660174-44660295	-
ZNF518A	ZNF518A_96135170-96135289_96133582-96133648_96151415-96151566	-0.279333333333333	0.07245228314783	3		chr10:96135170-96135289	+
SSPO	SSPO_149793310-149793463_149792578-149792729_149793565-149793620	-0.725909090909091	0.0544544847472723	11		chr7:149793310-149793463	+
SSPO	SSPO_149798068-149798125_149797271-149797344_149799833-149800004	-0.727625	0.110700287133451	8		chr7:149798068-149798125	+
ABCB8	ABCB8_151031241-151031291_151028449-151028610_151032843-151033034	-0.3605	0.1576848122046	2		chr7:151031241-151031291	+
AC068587.4	AC068587.4_12581933-12582063_12580827-12581044_12601157-12601398	-0.633125	0.289086461362093	8		chr8:12581933-12582063	-
PCM1	PCM1_17940042-17940158_17939690-17939861_17947185-17947363	-0.3275	0.00919238815542513	2		chr8:17940042-17940158	+
CA13	CA13_85237719-85237870_85230084-85230200_85250739-85250797	-0.2485	0.0530330085889911	2		chr8:85237719-85237870	+
TLK1	TLK1_171022872-171023129_171014850-171014948_171046173-171046362	-0.698666666666667	0.0795654866551237	6		chr2:171022872-171023129	-
RB1CC1	RB1CC1_52685937-52686156_52685398-52685520_52686852-52686967	-0.399	0.142835569799683	2		chr8:52685937-52686156	-
CSPP1	CSPP1_67074806-67074923_67074242-67074351_67076481-67076581	-0.277166666666667	0.0547482115385212	6		chr8:67074806-67074923	+
TMEM67	TMEM67_93791882-93792004_93791262-93791319_93793197-93793296	-0.281666666666667	0.0999616593166267	3		chr8:93791882-93792004	+
NEU4	NEU4_241809782-241809925_241809234-241809274_241814481-241814685	-0.436	0.0961665222413705	2		chr2:241809782-241809925	+
ZNF707	ZNF707_143684756-143685067_143684486-143684542_143690056-143690123	-0.229	0.00282842712474619	2		chr8:143684756-143685067	+
ZNF517	ZNF517_144803641-144803767_144802869-144802947_144804124-144804238	-0.361333333333333	0.0330050501186308	3		chr8:144803641-144803767	+
RSRC2	RSRC2_122513767-122513874_122511108-122511188_122514711-122514728	-0.408	0	3		chr12:122513767-122513874	-
LARP4	LARP4_50461135-50461347_50454313-50454417_50462581-50462630	-0.364	0	2		chr12:50461135-50461347	+
METTL6	METTL6_15415498-15415583_15414020-15414162_15415771-15415860	-0.515571428571429	0.0734866362972596	7		chr3:15415498-15415583	-
OLMALINC	OLMALINC_100394498-100394622_100381215-100381448_100395108-100395229	-0.4615	0.021920310216783	2		chr10:100394498-100394622	+
ZNF483	ZNF483_111527268-111527807_111525158-111525262_111530874-111530963	-0.259428571428571	0.0041576092031015	7		chr9:111527268-111527807	+
MRRF	MRRF_122286039-122286166_122285168-122285287_122313226-122313330	-0.75	0.229128784747792	3		chr9:122286039-122286166	+
FBXO4	FBXO4_41928518-41928691_41927012-41927248_41929696-41929917	-0.299666666666667	0.0340049016074644	3		chr5:41928518-41928691	+
DNM1	DNM1_128231986-128232124_128226034-128226173_128234020-128234107	-0.465	0.268700576850888	2		chr9:128231986-128232124	+
NTMT1	NTMT1_129632650-129632801_129626174-129626295_129634053-129634306	-0.22675	0.0186256990920252	4		chr9:129632650-129632801	+
NDOR1	NDOR1_137215428-137215521_137215094-137215202_137215658-137215805	-0.3048	0.00681175454637057	10		chr9:137215428-137215521	+
SH3YL1	SH3YL1_256207-256690_253004-253115_260084-261323	-0.6612	0.0875568386820813	5		chr2:256207-256690	-
FAM156A	FAM156A_52956273-52956346_52947253-52948705_52995305-52995464	-0.594666666666667	0.233798773877595	6		chrX:52956273-52956346	-
DGCR5	DGCR5_18988091-18988195_18987756-18987900_18990719-18990924	-0.524666666666667	0.0353883219909243	3		chr22:18988091-18988195	+
ADNP	ADNP_50928651-50928825_50903888-50904001_50930825-50931375	-0.5148	0.0675662637712046	5		chr20:50928651-50928825	-
RAB9A	RAB9A_13703735-13703902_13689160-13689288_13708720-13708817	-0.277142857142857	0.0414946927185818	7		chrX:13703735-13703902	+
RAB9A	RAB9A_13703814-13703902_13689127-13689288_13708720-13710504	-0.2514	0.0723830090559932	5		chrX:13703814-13703902	+
SHANK1	SHANK1_50663097-50663169_50662333-50662682_50666191-50666733	-0.255857142857143	0.0641103958585724	7		chr19:50663097-50663169	-
CCDC130	CCDC130_13761491-13761568_13759075-13759272_13762298-13762437	-0.251333333333333	0.0512867754234299	3		chr19:13761491-13761568	+
CDK16	CDK16_47222261-47222342_47218709-47219105_47223551-47223759	-0.229	0.0121243556529821	3		chrX:47222261-47222342	+
CERS4	CERS4_8240486-8240563_8209339-8209494_8241340-8241370	-0.4415	0.313248304065641	2		chr19:8240486-8240563	+
AC009802.1	AC009802.1_63967987-63968273_63966405-63966868_63969322-63970181	-0.744	0.155862760144943	6		chr18:63967987-63968273	-
SNHG16	SNHG16_76558374-76559043_76557777-76557857_76561287-76561398	-0.270666666666667	0.0520563796922785	6		chr17:76558374-76559043	+
SNHG16	SNHG16_76558945-76559043_76557763-76557857_76561287-76561398	-0.2688	0.0503656629063889	5		chr17:76558945-76559043	+
SPATA20	SPATA20_50547665-50547954_50547204-50547285_50548282-50548453	-0.447666666666667	0.0286763549520042	3		chr17:50547665-50547954	+
ZNF423	ZNF423_49822670-49822738_49789486-49789546_49855734-49856135	-0.2205	0.0205060966544099	2		chr16:49822670-49822738	-
TM2D3	TM2D3_101651696-101651773_101650003-101650161_101652270-101652381	-0.237666666666667	0.0244404037064312	3		chr15:101651696-101651773	-
RPS15A	RPS15A_18786240-18786336_18782967-18784823_18788980-18789118	-0.391	0.023259406699226	3		chr16:18786240-18786336	-
SERINC4	SERINC4_43797145-43797356_43796844-43796940_43797919-43798013	-0.777666666666667	0.254551239111762	3		chr15:43797145-43797356	-
DICER1	DICER1_95134361-95134503_95133314-95133503_95140658-95140759	-0.2705	0.0233345237791561	2		chr14:95134361-95134503	-
DPF3	DPF3_72879804-72879947_72771732-72771893_72894056-72894101	-0.281	0.0791959594928933	2		chr14:72879804-72879947	-
SLC25A17	SLC25A17_40792525-40792676_40779008-40779125_40819194-40819350	-0.22875	0.0181727818453862	4		chr22:40792525-40792676	-
C14orf28	C14orf28_44903523-44903613_44903206-44903296_44904394-44904529	-0.2345	0.0346482322781408	2		chr14:44903523-44903613	+
RNASEH2B	RNASEH2B_50960145-50960171_50949462-50949505_50969931-50970363	-0.3858	0.0554319402510863	5		chr13:50960145-50960171	+
PHF11	PHF11_49506635-49506756_49495609-49496095_49513058-49513166	-0.299	0.039648455203198	4		chr13:49506635-49506756	+
TPM1	TPM1_63064064-63064142_63062575-63062645_63065895-63066091	-0.436	0.0226274169979695	2		chr15:63064064-63064142	+
TPM1	TPM1_63064064-63064190_63062575-63062645_63065895-63066093	-0.5595	0.0629325035256027	2		chr15:63064064-63064190	+
TPM1	TPM1_63064064-63064982_63062575-63062645_63065895-63066035	-0.6225	0.0629325035256028	2		chr15:63064064-63064982	+
KLHL13	KLHL13_117983480-117983545_117945433-117945575_118028423-118028495	-0.278	0.00848528137423854	2		chrX:117983480-117983545	-
TPCN1	TPCN1_113225244-113225336_113221459-113221626_113226727-113226964	-0.402666666666667	0.0509574986303946	6		chr12:113225244-113225336	+
ANO6	ANO6_45270462-45270524_45216084-45216391_45302013-45302093	-0.244	0.0563205113613149	3		chr12:45270462-45270524	+
ELMOD1	ELMOD1_107650885-107650908_107650334-107650403_107654171-107654222	-0.347	0.0806081054650627	7		chr11:107650885-107650908	+
MYL6	MYL6_56159498-56159622_56158683-56158711_56159974-56160148	-0.312	0.0591551632009695	4		chr12:56159498-56159622	+
PABPC1L	PABPC1L_44936894-44936976_44936636-44936730_44938060-44938191	-0.275666666666667	0.0293995464817628	3		chr20:44936894-44936976	+
ATG13	ATG13_46625301-46625417_46617577-46617890_46644278-46644360	-0.257	0.0791959594928933	2		chr11:46625301-46625417	+
LDLRAD3	LDLRAD3_36001086-36001186_35944098-35944144_36081652-36081778	-0.300625	0.0810994759539172	8		chr11:36001086-36001186	+
TMEM126B	TMEM126B_85629132-85629262_85628592-85628688_85634085-85634279	-0.435	0.0183847763108503	2		chr11:85629132-85629262	+
NUTM2A-AS1	NUTM2A-AS1_87241182-87245855_87208185-87208512_87246114-87246212	-0.501	0.132936074863071	2		chr10:87241182-87245855	-
C6orf52	C6orf52_10687480-10687561_10683186-10683232_10694493-10694533	-0.405857142857143	0.170453736217415	7		chr6:10687480-10687561	-
ZBTB8OS	ZBTB8OS_32634702-32634792_32627507-32627544_32650432-32650525	-0.3035	0.033	4		chr1:32634702-32634792	-
C3orf18	C3orf18_50566006-50566094_50565465-50565861_50567462-50567625	-0.2575	0.00353553390593274	2		chr3:50566006-50566094	-
NR2C2	NR2C2_14959157-14959196_14947704-14947906_14962408-14962492	-0.366666666666667	0.131974745058793	3		chr3:14959157-14959196	+
APEH	APEH_49675183-49675309_49674382-49674621_49675693-49675787	-0.2238	0.0182257449169513	10		chr3:49675183-49675309	+
CACNA1C	CACNA1C_2504842-2504945_2493189-2493386_2512811-2512984	-0.629	0	6		chr12:2504842-2504945	+
ADARB1	ADARB1_45184474-45184593_45183361-45183510_45184922-45185091	-0.291333333333333	0.0655769268366041	3		chr21:45184474-45184593	+
ZMAT3	ZMAT3_179071327-179071447_179067482-179067809_179071594-179072215	-0.256333333333333	0.0339460356055509	3		chr3:179071327-179071447	-
MAPK9	MAPK9_180286975-180287067_180269279-180269409_180291847-180292053	-0.519	0.39739401102684	2		chr5:180286975-180287067	-
EXD3	EXD3_137307608-137307646_137306895-137307263_137309606-137309700	-0.254375	0.0104462912078881	8		chr9:137307608-137307646	-
FAR2P3	FAR2P3_130695895-130696048_130695466-130695591_130696341-130696409	-0.35	0.0353553390593274	2		chr2:130695895-130696048	+
ENTPD6	ENTPD6_25196154-25196254_25195791-25195867_25207078-25207397	-0.378	0.132936074863071	2		chr20:25196154-25196254	+
SUPV3L1	SUPV3L1_69182520-69182654_69180280-69180562_69185986-69186064	-0.3435	0.081317279836453	2		chr10:69182520-69182654	+
TTC7A	TTC7A_46917184-46917277_46916156-46916577_46950362-46950526	-0.606666666666667	0.0271293199325011	9		chr2:46917184-46917277	+
TTN-AS1	TTN-AS1_178571300-178571449_178542221-178542361_178583712-178583921	-0.808333333333333	0.237238979371716	3		chr2:178571300-178571449	+
TOP3B	TOP3B_21975981-21976187_21975639-21975807_21982413-21982449	-0.379	0.154188196694818	5		chr22:21975981-21976187	-
PAQR6	PAQR6_156245535-156245661_156245141-156245238_156245781-156245987	-0.2415	0.0197357543559906	6		chr1:156245535-156245661	-
NDUFAF6	NDUFAF6_95034008-95034122_95031994-95032098_95035453-95035576	-0.544	0.150661873080086	3		chr8:95034008-95034122	+
PLSCR1	PLSCR1_146537996-146538044_146536539-146536565_146541133-146541180	-0.812	0.105996855299265	4		chr3:146537996-146538044	-
ANAPC10	ANAPC10_145064572-145064692_144994574-144995603_145081659-145081750	-0.2335	0.0291032644217105	4		chr4:145064572-145064692	-
ZCCHC17	ZCCHC17_31318167-31318236_31296981-31297075_31319108-31319166	-0.40075	0.133572389861578	4		chr1:31318167-31318236	+
SHISA5	SHISA5_48502321-48502543_48501178-48501293_48503094-48503193	-0.364	0.128693434175952	2		chr3:48502321-48502543	-
MYT1L	MYT1L_1791873-1792007_1789168-1791262_1792320-1792464	-0.227	0	3		chr2:1791873-1792007	-
PAK5	PAK5_9818680-9818785_9711285-9711435_9838761-9839041	-0.5285	0.0405174859371441	4		chr20:9818680-9818785	-
SNHG17	SNHG17_38425935-38426048_38421005-38422241_38426418-38426503	-0.445666666666667	0.121343864011879	3		chr20:38425935-38426048	-
SNHG17	SNHG17_38425935-38426052_38421005-38422241_38426418-38426503	-0.31225	0.0443198601080825	4		chr20:38425935-38426052	-
TTC21B	TTC21B_165862944-165863065_165858214-165858404_165870796-165870991	-0.31	0.053211840787554	5		chr2:165862944-165863065	-
COX20	COX20_244841944-244842058_244835657-244835756_244842194-244842258	-0.2275	0.0113871272350258	4		chr1:244841944-244842058	+
PCBP1-AS1	PCBP1-AS1_70055656-70055910_70048708-70051305_70059642-70059679	-0.36175	0.092489188557366	4		chr2:70055656-70055910	-
PCBP1-AS1	PCBP1-AS1_70055714-70055910_70051016-70051305_70059642-70059680	-0.396333333333333	0.0267644042215278	3		chr2:70055714-70055910	-
AC012651.1	AC012651.1_42389953-42390096_42388927-42389096_42392638-42392722	-0.663	1.17756934401283e-16	9		chr15:42389953-42390096	+
VLDLR	VLDLR_2651415-2651498_2650369-2650516_2651873-2651954	-0.39525	0.0246762368822044	4		chr9:2651415-2651498	+
EPHA10	EPHA10_37718953-37719053_37718660-37718816_37719413-37719607	-0.2165	0.0190918830920368	2		chr1:37718953-37719053	-
MTMR12	MTMR12_32276682-32276742_32273979-32274122_32312757-32312938	-0.209	0	3		chr5:32276682-32276742	-
