Gene	Exon_coord	Upstream_exon_coord	Downstream_exon_coord	hHistology
RIMS2	103716309-103716320	103697085-103697296	103766226-103766537	Other high-grade glioma
OBI1-AS1	78606972-78607210	78605300-78605444	78615674-78617325	Other high-grade glioma
KNTC1	122597731-122597938	122593415-122594385	122601535-122601607	Other high-grade glioma
HMGN3	79202276-79202389	79201244-79201726	79203579-79203630	Other high-grade glioma
ZNF195	3361743-3361889	3358993-3360565	3370974-3371070	Other high-grade glioma
CFAP44	113401584-113401739	113401239-113401287	113403851-113404016	Other high-grade glioma
CCDC78	725446-725580	724906-725293	725793-725880	Other high-grade glioma
RIMS2	103910134-103910201	103885297-103886223	103910320-103910529	Other high-grade glioma
RO60	193069034-193069181	193059618-193059776	193076500-193076647	Other high-grade glioma
CTNND2	11397031-11397203	11364695-11364890	11411535-11411652	Other high-grade glioma
RO60	193069034-193069634	193059611-193059776	193076500-193076647	Other high-grade glioma
LGI1	93777546-93777617	93758759-93758831	93790098-93790170	Other high-grade glioma
TRIM16	15658802-15658876	15642720-15642816	15680864-15680930	Other high-grade glioma
OSCP1	36444004-36444033	36438755-36438910	36450257-36450433	Other high-grade glioma
BFAR	14649804-14649973	14644287-14644609	14661891-14662065	Other high-grade glioma
LINC00844	59013682-59013771	59001228-59001349	59065276-59066113	Other high-grade glioma
C19orf12	29705274-29705394	29702841-29702977	29708253-29708423	Other high-grade glioma
POSTN	37570580-37570669	37569743-37569821	37577752-37577798	Other high-grade glioma
RCBTB2	48524659-48524757	48515585-48515741	48533027-48533080	Other high-grade glioma
PCNP	101590215-101590270	101579588-101580004	101592626-101592771	Other high-grade glioma
SNHG14	25001358-25001713	25000244-25000374	25019026-25019148	Other high-grade glioma
NFIB	14112999-14113081	14081847-14088326	14116180-14116346	Other high-grade glioma
GARS1-DT	30584711-30584808	30568801-30568989	30585329-30585459	Other high-grade glioma
HARS2	140696029-140696201	140695737-140695845	140696520-140696614	Other high-grade glioma
HARS2	140696103-140696201	140695737-140695845	140696520-140696614	Other high-grade glioma
ATP2B1	89616802-89617039	89611192-89611372	89619998-89620240	Other high-grade glioma
CENPK	65528919-65529049	65528451-65528578	65529116-65529199	Other high-grade glioma
PSMD13	244041-244075	237003-237144	244160-244216	Other high-grade glioma
FEZ2	36560785-36560865	36555682-36555748	36578596-36578865	Other high-grade glioma
HHATL	42693617-42693818	42693076-42693218	42696841-42696877	Other high-grade glioma
METTL8	171414603-171414726	171360421-171360513	171433882-171434087	Other high-grade glioma
ARPP21	35708969-35709070	35706973-35707082	35715438-35715476	Other high-grade glioma
PGAP2	3811250-3811424	3808558-3808651	3823882-3824135	Other high-grade glioma
ZKSCAN3	28359525-28359988	28349946-28350067	28361323-28361471	Other high-grade glioma
SPAG17	118040730-118040841	118039291-118039444	118041802-118042042	Other high-grade glioma
VPS37D	73670020-73670102	73669418-73669590	73671013-73672110	Other high-grade glioma
PPP1R8	27841014-27841234	27838698-27838852	27843185-27843330	Other high-grade glioma
THAP6	75539859-75539959	75521735-75521861	75542408-75542486	Other high-grade glioma
FBLN5	91894950-91895072	91891220-91891337	91936946-91937201	Other high-grade glioma
MEF2C	88761185-88761328	88751856-88752043	88804597-88804801	Other high-grade glioma
SELENBP1	151366275-151366453	151365767-151365846	151366721-151366904	Other high-grade glioma
ASPDH	50512360-50512580	50512135-50512290	50514477-50514665	Other high-grade glioma
SGIP1	66635944-66636015	66634079-66634163	66639776-66639833	Other high-grade glioma
SGIP1	66635947-66636015	66634079-66634163	66639776-66639833	Other high-grade glioma
FHOD1	67231188-67231349	67230600-67230791	67231429-67231549	Other high-grade glioma
KDM4B	5071010-5071059	5047475-5047669	5077366-5077470	Other high-grade glioma
CAMKK2	121260319-121260355	121255782-121255804	121263805-121263939	Other high-grade glioma
SLC41A1	205798669-205798815	205797903-205798051	205798956-205799101	Other high-grade glioma
SLC30A6	32174063-32174147	32171286-32171373	32184272-32184338	Other high-grade glioma
LINC00960	75673194-75673238	75672371-75672769	75675763-75675880	Other high-grade glioma
NUDT4	93395489-93395533	93394608-93394719	93398770-93398855	Other high-grade glioma
SLC9A8	49850762-49850844	49849578-49849680	49855437-49855581	Other high-grade glioma
CYRIB	129904499-129904585	129903311-129903350	129912469-129912515	Other high-grade glioma
BCAN	156656282-156656389	156652247-156652892	156656937-156657096	Other high-grade glioma
COL20A1	63311916-63312055	63311624-63311748	63312419-63312549	Other high-grade glioma
SLC12A4	67946438-67946633	67946170-67946340	67946936-67947105	Other high-grade glioma
RGS12	3386416-3386437	3342936-3343053	3414071-3414241	Other high-grade glioma
CCDC15	124991461-124991583	124987126-124988134	124992579-124992687	Other high-grade glioma
SMARCD1	50087363-50087485	50086755-50086878	50089883-50089985	Other high-grade glioma
SCAP	47417304-47417823	47417121-47417207	47418133-47418249	Other high-grade glioma
SCAP	47417304-47417826	47417121-47417207	47418133-47418249	Other high-grade glioma
PLPP5	38268371-38268461	38267896-38267960	38268881-38268990	Other high-grade glioma
MICAL1	109448203-109448393	109447680-109447722	109448731-109448870	Other high-grade glioma
NELFCD	58989858-58989988	58989487-58989640	58990909-58991075	Other high-grade glioma
KPTN	47483295-47483379	47483125-47483215	47483934-47484013	Other high-grade glioma
COG4	70519649-70519731	70517625-70517740	70523372-70523531	Other high-grade glioma
KSR1	27550568-27550708	27456447-27456874	27577491-27577639	Other high-grade glioma
ZNF767P	149558608-149558839	149552800-149553013	149619923-149620037	Other high-grade glioma
SNCAIP	122336788-122336904	122312566-122312920	122391088-122391176	Other high-grade glioma
PIGA	15331216-15331299	15325913-15326046	15331873-15331992	Other high-grade glioma
NAGK	71076604-71076701	71072640-71073594	71077557-71077605	Other high-grade glioma
STUM	226600666-226600674	226596801-226596981	226602005-226609230	Other high-grade glioma
ABCB7	75114754-75114831	75112885-75112972	75156104-75156133	Other high-grade glioma
ABCB7	75114754-75114834	75112885-75112972	75156104-75156272	Other high-grade glioma
CHRM3	239545641-239545749	239386564-239387227	239678185-239678288	Other high-grade glioma
EMC2	108475882-108475963	108470061-108470121	108476781-108476892	Other high-grade glioma
TM7SF2	65115476-65115598	65115313-65115394	65115892-65116230	Other high-grade glioma
LSM14B	62126304-62126439	62124616-62124780	62129784-62129952	Other high-grade glioma
SGSM3	40405141-40405284	40404556-40404664	40405648-40405844	Other high-grade glioma
ATP9B	79372825-79372882	79359353-79359462	79373897-79374027	Other high-grade glioma
SYNDIG1	24584856-24584993	24543019-24543577	24665345-24666616	Other high-grade glioma
HPS5	18291442-18292019	18287892-18288013	18292898-18292976	Other high-grade glioma
SUPT7L	27660984-27661601	27657344-27657669	27662178-27662281	Other high-grade glioma
CAMK2D	113500463-113500508	113465528-113465604	113509637-113509672	Other high-grade glioma
KANSL3	96602753-96602862	96601642-96601776	96604249-96604380	Other high-grade glioma
PPP2R3C	35109819-35109901	35108138-35108236	35110524-35110630	Other high-grade glioma
SIRT2	38893819-38893867	38890102-38890144	38899505-38899518	Other high-grade glioma
CLEC2B	9862499-9862573	9856900-9857637	9869204-9869354	Other high-grade glioma
USP34	61280244-61280348	61278387-61278443	61281089-61281139	Other high-grade glioma
ENSG00000221857	35142917-35143035	35142719-35142771	35143276-35143362	Other high-grade glioma
NUDT22	64227568-64227666	64226634-64227132	64229477-64229539	Other high-grade glioma
TENM2	167875986-167876195	167375197-167375473	167952587-167952655	Other high-grade glioma
MARK1	220604067-220604137	220599797-220599863	220615938-220615995	Other high-grade glioma
PHKA2	18924381-18924525	18924055-18924134	18925667-18925777	Other high-grade glioma
ZNF185	152959699-152959896	152945266-152945464	152963838-152963949	Other high-grade glioma
TARBP1	234393362-234393486	234392415-234392552	234393645-234393837	Other high-grade glioma
ARVCF	19973119-19973317	19972924-19973036	19973642-19973793	Other high-grade glioma
TMEM259	1013241-1013358	1012462-1012573	1014191-1014304	Other high-grade glioma
YIPF3	43513069-43513098	43512760-43512874	43513358-43513451	Other high-grade glioma
AP3B2	82677671-82677803	82677273-82677383	82678104-82678167	Other high-grade glioma
SRRM4	119153539-119153649	119151016-119151220	119154242-119154383	Other high-grade glioma
PYROXD1	21452081-21452154	21449562-21449691	21455131-21455292	Other high-grade glioma
FANCG	35074371-35074494	35073834-35074216	35074926-35075082	Other high-grade glioma
ZNF33A	38012298-38012350	38010649-38010783	38016870-38017015	Other high-grade glioma
PRKAR2B	107128212-107128295	107121951-107122004	107140846-107140953	Other high-grade glioma
MRPL47	179598675-179598771	179593764-179593895	179601729-179601790	Other high-grade glioma
TSC22D4	100477277-100478307	100473787-100474440	100478793-100479169	Other high-grade glioma
BORCS8	19186034-19186098	19181881-19182683	19192080-19192152	Other high-grade glioma
ZNF85	20934949-20935047	20923303-20923403	20948743-20949093	Other high-grade glioma
TMCC1-DT	129901707-129901860	129893810-129893927	129918399-129918575	Other high-grade glioma
CREB3L2	137928150-137928366	137915836-137916012	138001603-138002047	Other high-grade glioma
MUTYH	45333097-45333170	45332917-45332959	45333284-45333324	Other high-grade glioma
ABCA9	68984885-68984979	68984055-68984175	68985052-68985128	Other high-grade glioma
MRPL23	1956256-1956448	1952781-1952855	1972558-1972793	Other high-grade glioma
STOML3	38976540-38976612	38972511-38972594	38976693-38976797	Other high-grade glioma
KRBOX4	46462748-46462874	46450430-46450475	46463197-46463293	Other high-grade glioma
RPUSD3	9838985-9839171	9837848-9838207	9840183-9840307	Other high-grade glioma
PLOD3	101215089-101215152	101212841-101213204	101215907-101216020	Other high-grade glioma
LRFN5	41891250-41891962	41886605-41888010	41898916-41898960	Other high-grade glioma
CKLF-CMTM1	66563122-66563217	66558189-66558348	66577103-66577202	Other high-grade glioma
MAEA	1327627-1327703	1322380-1322503	1332756-1332854	Other high-grade glioma
MAP3K6	27355669-27355745	27355183-27355469	27356025-27356099	Other high-grade glioma
MYG1	53303034-53303193	53299717-53300262	53306197-53306320	Other high-grade glioma
ZBTB8OS	32627508-32627544	32620819-32621948	32650428-32650550	Other high-grade glioma
EIF2AK4	40025977-40026089	40022518-40022605	40029405-40029464	Other high-grade glioma
SNHG6	66922324-66922392	66921817-66922114	66925436-66925545	Other high-grade glioma
SUMO1	202210735-202210783	202206869-202207321	202214356-202214434	Other high-grade glioma
PTPRZ1	122010334-122011309	121997879-121998006	122019123-122019268	Other high-grade glioma
ATP9A	51627600-51627683	51625191-51625362	51639342-51639504	Other high-grade glioma
SUCO	172551512-172551626	172533117-172533497	172555868-172556023	Other high-grade glioma
RNF217	125045211-125045444	124962436-124963426	125057941-125058106	Other high-grade glioma
ALOX5	45444116-45444286	45443727-45443828	45445507-45446117	Other high-grade glioma
SYT6	114093735-114093803	114089291-114092082	114097726-114097877	Other high-grade glioma
PTBP1	807869-807902	799412-799443	808359-808452	Other high-grade glioma
SYTL2	85717483-85717530	85711112-85711232	85718789-85718843	Other high-grade glioma
EDEM2	35131642-35131783	35126250-35126375	35142372-35142478	Other high-grade glioma
TOP3B	21970210-21970406	21968618-21968775	21971876-21971951	Other high-grade glioma
CCNL1	157157011-157157083	157153035-157153156	157158865-157158975	Other high-grade glioma
NIP7	69341180-69341320	69340193-69340332	69341532-69343091	Other high-grade glioma
SSC5D	55513011-55513172	55501033-55501201	55517223-55519099	Other high-grade glioma
WASH3P	101972583-101972694	101961617-101961641	101972900-101973047	Other high-grade glioma
TBP	170556879-170557083	170554378-170554463	170561790-170562188	Other high-grade glioma
NAT9	74775622-74775707	74772993-74773685	74776266-74776304	Other high-grade glioma
SALL2	21522833-21524931	21521621-21522244	21525336-21525654	Other high-grade glioma
STK33	8473163-8473276	8464708-8464822	8474680-8474755	Other high-grade glioma
CFAP221	119549085-119549185	119546084-119546270	119559688-119559775	Other high-grade glioma
FAM168A	73411394-73411536	73407512-73407643	73419873-73419999	Other high-grade glioma
STAG2	124021367-124021431	123962093-123962106	124022530-124022671	Other high-grade glioma
FRG1CP	28601603-28601756	28600391-28600461	28602608-28602769	Other high-grade glioma
LRRCC1	85115100-85115275	85112931-85113099	85123412-85123606	Other high-grade glioma
NUTM2A-AS1	87333826-87334814	87330891-87331096	87336785-87336829	Other high-grade glioma
CASTOR3	100223570-100223698	100212021-100213133	100223881-100223943	Other high-grade glioma
STARD9	42637907-42637939	42634855-42634972	42638025-42638087	Other high-grade glioma
GRIN2D	48398367-48398857	48394657-48394936	48404733-48405353	Other high-grade glioma
EP400	132025646-132025804	132023776-132023941	132027436-132027531	Other high-grade glioma
RIMS2	104041326-104041358	104014505-104014615	104068511-104068612	Other high-grade glioma
SLC4A5	74328120-74328186	74314944-74315025	74334026-74334139	Other high-grade glioma
IGDCC3	65334728-65334865	65333256-65333415	65335290-65335421	Other high-grade glioma
VASH2	212951339-212951818	212950540-212950740	212961165-212961254	Other high-grade glioma
KCNT1	135750942-135751041	135750097-135750177	135753936-135753993	Other high-grade glioma
RANBP17	170896050-170896115	170881805-170881896	170909660-170909765	Other high-grade glioma
AMD1	110890254-110890356	110874783-110875215	110892160-110892203	Other high-grade glioma
BROX	222731357-222731516	222730026-222730177	222732627-222735187	Other high-grade glioma
PIGC	172415294-172415374	172399818-172399916	172443987-172444083	Other high-grade glioma
RPL9	39454864-39454944	39454532-39454649	39456405-39456538	Other high-grade glioma
STK25	241501478-241501708	241500739-241500796	241508442-241508624	Other high-grade glioma
GSTP1	67584464-67584570	67584133-67584169	67584684-67584772	Other high-grade glioma
TSPOAP1	58325534-58325713	58324810-58325002	58326292-58326421	Other high-grade glioma
ZNF419	57490147-57490185	57487717-57487983	57491467-57491597	Other high-grade glioma
TMEM14B	10751133-10751234	10749201-10749268	10755141-10755232	Other high-grade glioma
CCDC78	725413-725580	722581-725293	725793-725880	Other high-grade glioma
PER3	7808893-7808998	7803691-7803848	7809892-7810021	Other high-grade glioma
MCOLN1	7527520-7527628	7526760-7526926	7527863-7527960	Other high-grade glioma
DCAF11	24116917-24117044	24115373-24115749	24117265-24117306	Other high-grade glioma
MKS1	58207085-58207218	58206282-58206380	58207893-58208001	Other high-grade glioma
NBEAL1	203115985-203116070	203113014-203113318	203122253-203122343	Other high-grade glioma
CDH22	46216826-46216993	46212994-46213188	46227507-46227627	Other high-grade glioma
ATP13A2	16993629-16993835	16992485-16992581	16995975-16996164	Other high-grade glioma
LTBP3	65543427-65543549	65543104-65543224	65546441-65546564	Other high-grade glioma
RBM12B	93737307-93737355	93728154-93736438	93740880-93741017	Other high-grade glioma
RBM6	50054335-50054395	50048244-50048319	50057727-50057806	Other high-grade glioma
AHI1	135323162-135323320	135316861-135318616	135358131-135358187	Other high-grade glioma
POLL	101582763-101582891	101580247-101580416	101587245-101587406	Other high-grade glioma
LZIC	9934762-9934860	9926292-9930457	9935491-9935620	Other high-grade glioma
DCTN1	74366459-74366620	74366243-74366375	74366782-74366932	Other high-grade glioma
BUD23	73683767-73683901	73683600-73683673	73686635-73686731	Other high-grade glioma
