Gene	Exon_coord	Upstream_exon_coord	Downstream_exon_coord	Histology
MTMR2	95914242-95914312	95888155-95888261	95923691-95923763	Other high-grade glioma
MECP2	154039792-154039903	154032434-154032557	154092183-154092307	Other high-grade glioma
CTSL	87727361-87727468	87726085-87726398	87727593-87727729	Other high-grade glioma
HMGN1	39347114-39347292	39345829-39345958	39347378-39347483	Other high-grade glioma
CACNA1I	39647822-39647926	39646568-39646881	39649500-39649925	Other high-grade glioma
HMGXB3	150024262-150024408	150018565-150018697	150024504-150024680	Other high-grade glioma
ENSG00000242588	128625797-128625855	128623574-128623781	128626294-128626473	Other high-grade glioma
AP1G1	71806686-71806728	71789278-71789482	71807800-71807838	Other high-grade glioma
GOLGA2P10	82477838-82477926	82477393-82477582	82513665-82513950	Other high-grade glioma
DPY19L2	63666465-63666564	63665834-63665859	63668056-63668542	Other high-grade glioma
ADAM9	39076147-39076275	39055576-39055772	39077227-39077411	Other high-grade glioma
NME6	48300431-48300634	48298426-48298523	48301278-48301305	Other high-grade glioma
FIGNL1	50449118-50449723	50448180-50448289	50450300-50450350	Other high-grade glioma
FIGNL1	50449500-50449723	50448180-50448289	50450300-50450336	Other high-grade glioma
FIGNL1	50449545-50449723	50448180-50448289	50450300-50450336	Other high-grade glioma
FIGNL1	50449556-50449723	50448180-50448289	50450300-50450324	Other high-grade glioma
ARID1B	157174847-157175005	157172775-157174117	157180968-157180994	Other high-grade glioma
EMSY	76459936-76460085	76458182-76458358	76463820-76464080	Other high-grade glioma
TSPAN7	38562956-38563139	38561541-38561627	38666120-38666309	Other high-grade glioma
DGKA	55935305-55935404	55932063-55932255	55936422-55936567	Other high-grade glioma
RTN4	55025086-55027485	54987490-54987698	55049744-55050451	Other high-grade glioma
FAAP20	2186004-2186249	2184477-2185513	2193638-2193910	Other high-grade glioma
PIGC	172415294-172415374	172399818-172399916	172443987-172444083	Other high-grade glioma
ENSG00000236120	5724066-5724287	5719170-5719872	5725929-5726325	Other high-grade glioma
SNHG17	38422096-38422241	38421005-38421098	38425934-38426048	Other high-grade glioma
RYR3	33855884-33856051	33854765-33854912	33857779-33857914	Other high-grade glioma
ZNF79	127428552-127428660	127424373-127424910	127428831-127428920	Other high-grade glioma
KCTD21	78186681-78186816	78174058-78174583	78188572-78188618	Other high-grade glioma
DNAJB14	99906038-99906153	99905596-99905706	99906516-99906597	Other high-grade glioma
PKIG	44585100-44585204	44531784-44531978	44589796-44589866	Other high-grade glioma
UGP2	63856964-63857002	63856319-63856433	63857549-63857718	Other high-grade glioma
C2orf92	97694447-97694599	97690255-97690327	97699025-97699048	Other high-grade glioma
SGCE	94599327-94599400	94598774-94598963	94599696-94599723	Other high-grade glioma
STX16-NPEPL1	58691034-58691227	58673630-58673711	58691723-58691780	Other high-grade glioma
LINC00323	41147349-41147499	41141535-41143415	41147961-41148067	Other high-grade glioma
ATP6V1A	113780732-113780783	113778740-113778835	113781049-113781178	Other high-grade glioma
GFAP	44903959-44904233	44903240-44903559	44904441-44904554	Other high-grade glioma
MIPOL1	37265207-37265281	37247828-37247907	37266937-37267169	Other high-grade glioma
WBP1	74459478-74459562	74458449-74458537	74459642-74459745	Other high-grade glioma
EEF1D	143592647-143592797	143590607-143590738	143597347-143597380	Other high-grade glioma
ZBTB20	115027456-115027574	114974391-114974416	115147218-115147288	Other high-grade glioma
MRPL45P2	47486763-47486884	47482991-47483090	47490165-47490295	Other high-grade glioma
PMM2	8802261-8802389	8801798-8801910	8804766-8804843	Other high-grade glioma
MLH3	75033419-75033490	75032067-75032179	75038339-75038412	Other high-grade glioma
TRIM23	65613727-65613855	65611669-65611881	65614097-65614219	Other high-grade glioma
PCBP3	45858681-45858810	45849989-45850095	45896207-45896362	Other high-grade glioma
CASP7	113691964-113692070	113679203-113679349	113697493-113697603	Other high-grade glioma
CDH13	82639360-82639465	82626964-82627137	82858361-82858473	Other high-grade glioma
GALNT13	154236046-154236180	154140340-154140505	154242029-154242196	Other high-grade glioma
CRYL1	20476871-20476992	20439592-20439754	20489369-20489496	Other high-grade glioma
CSNK2A1	510168-510338	508450-508660	543671-543729	Other high-grade glioma
MAGI2-AS3	79459407-79459453	79458846-79458999	79470593-79470679	Other high-grade glioma
LPIN1	11763023-11763286	11746633-11746671	11765532-11765733	Other high-grade glioma
IFI27L1	94088248-94088303	94081355-94081449	94096886-94096965	Other high-grade glioma
VPS13B	99507770-99507911	99507136-99507203	99511103-99511340	Other high-grade glioma
GOLGA3	132827808-132827902	132821995-132822311	132828326-132828731	Other high-grade glioma
GRIA4	105965947-105966061	105945462-105945501	105971913-105972028	Other high-grade glioma
RPP14	58310309-58310406	58306244-58306417	58310506-58310591	Other high-grade glioma
VAX2	70924276-70924338	70921097-70921285	70932766-70933446	Other high-grade glioma
GRIK4	120576388-120576563	120511801-120511887	120653687-120653792	Other high-grade glioma
BROX	222715145-222715269	222712563-222712942	222718924-222719031	Other high-grade glioma
TMOD3	51834994-51835058	51829627-51829836	51862810-51862983	Other high-grade glioma
MTMR2	95887612-95887684	95882373-95882496	95888155-95888261	Other high-grade glioma
PCP4	39883453-39883632	39867450-39867510	39898475-39898527	Other high-grade glioma
BACH2	90252513-90252590	90206568-90206681	90271848-90271941	Other high-grade glioma
ZFP90	68557173-68557291	68539757-68539825	68557997-68558172	Other high-grade glioma
TMEM230	5111764-5111808	5109331-5109445	5112960-5113103	Other high-grade glioma
RTF2	56471614-56471669	56468678-56468766	56473300-56473360	Other high-grade glioma
TOX3	52519406-52519579	52468508-52468574	52546636-52547143	Other high-grade glioma
CLVS1	61391128-61391229	61376605-61376779	61454140-61454251	Other high-grade glioma
TTC37	95553007-95553228	95550580-95550650	95554935-95554977	Other high-grade glioma
DAG1	49476849-49476900	49470135-49470433	49492822-49492973	Other high-grade glioma
NID1	236013411-236013560	235993644-235993872	236024069-236024213	Other high-grade glioma
ENSG00000284906	30658766-30658844	30647667-30647714	30716219-30716342	Other high-grade glioma
RWDD3	95237348-95237460	95234213-95234315	95239776-95239909	Other high-grade glioma
TBC1D25	48544869-48545023	48541284-48541442	48558896-48559024	Other high-grade glioma
FGD4	32600410-32600509	32598496-32598586	32601277-32601423	Other high-grade glioma
CDKL3	134312292-134312380	134308573-134308727	134319357-134319497	Other high-grade glioma
MCCC1	183090936-183091031	183086692-183086788	183094558-183094605	Other high-grade glioma
BAALC	103212919-103213085	103140724-103141057	103227988-103228132	Other high-grade glioma
SPG21	64988619-64988816	64983506-64983593	64989664-64989946	Other high-grade glioma
SHROOM1	132826277-132826587	132825162-132826182	132827460-132827607	Other high-grade glioma
HERC2P2	22562643-22562731	22561558-22561789	22562948-22563087	Other high-grade glioma
RWDD1	116572422-116572478	116571562-116571655	116572857-116572985	Other high-grade glioma
EIF3E	108242112-108242256	108241798-108241913	108248612-108248717	Other high-grade glioma
CCT3	156333216-156333284	156324979-156325089	156333546-156333643	Other high-grade glioma
FOXM1	2861299-2861412	2857682-2859663	2864319-2864495	Other high-grade glioma
RUFY1	179555650-179555790	179550837-179550879	179560024-179560198	Other high-grade glioma
MUC20-OT1	195701380-195701432	195699029-195699207	195708133-195708435	Other high-grade glioma
THADA	43592844-43592890	43592316-43592416	43595646-43595974	Other high-grade glioma
KCNMA1	76884989-76885017	76877245-76877890	76887290-76887377	Other high-grade glioma
SCAF11	45974190-45975734	45964106-45964188	45990352-45990565	Other high-grade glioma
GTF2F1	6392203-6392410	6391901-6391974	6392856-6392903	Other high-grade glioma
RIMS2	103998185-103998250	103989304-103989421	104013441-104013621	Other high-grade glioma
ZNF720	31714085-31714290	31713249-31713435	31722625-31722752	Other high-grade glioma
RNPS1	2267189-2267237	2264572-2264760	2268054-2268114	Other high-grade glioma
ARL1	101400291-101400381	101396539-101396577	101401061-101401173	Other high-grade glioma
FBN1	48427882-48427943	48427566-48427773	48428345-48428471	Other high-grade glioma
PIEZO2	10780325-10780366	10773411-10773629	10784783-10784957	Other high-grade glioma
PPIL3	200882342-200882382	200881420-200881488	200885261-200885367	Other high-grade glioma
HORMAD2-AS1	30040177-30040278	30018616-30018729	30050460-30050589	Other high-grade glioma
DAG1	49492823-49492973	49476848-49476900	49510418-49510516	Other high-grade glioma
SUB1	32571091-32571174	32531817-32531916	32588511-32588584	Other high-grade glioma
ZNF528-AS1	52394791-52394847	52389018-52389303	52395597-52395750	Other high-grade glioma
RAB31	9722742-9722863	9708322-9708444	9775277-9775357	Other high-grade glioma
CDKN2A	21993882-21994053	21970901-21971208	21994820-21995269	Other high-grade glioma
TLE1	81612292-81612393	81611842-81611956	81613376-81613521	Other high-grade glioma
LINC01547	44937539-44937682	44935626-44935890	44939592-44939845	Other high-grade glioma
HM13	31549029-31549114	31547447-31547692	31550063-31550121	Other high-grade glioma
EIF4B	53008597-53008643	53006281-53006496	53016472-53016610	Other high-grade glioma
STX16	58667201-58667318	58659622-58659634	58667489-58667597	Other high-grade glioma
SPAG16	213302513-213302582	213297261-213297357	213310058-213310177	Other high-grade glioma
LRRFIP2	37110991-37111065	37096615-37096660	37129062-37129149	Other high-grade glioma
TSG101	18525661-18525702	18519518-18519603	18526774-18526920	Other high-grade glioma
FAHD2CP	96019628-96019700	96010592-96010732	96021124-96021233	Other high-grade glioma
DENND10	119104764-119105006	119104116-119104197	119105310-119105495	Other high-grade glioma
DENND10	119104764-119105022	119104091-119104197	119105310-119105495	Other high-grade glioma
CYBC1	82449431-82449480	82449169-82449292	82450479-82450709	Other high-grade glioma
USP34-DT	61480300-61480583	61471355-61471379	61482626-61483913	Other high-grade glioma
RGL3	11411253-11411444	11406721-11406864	11415936-11416148	Other high-grade glioma
NELFA	2007963-2008046	1991587-1991715	2008749-2008942	Other high-grade glioma
TBC1D15	71861405-71861496	71839758-71839811	71872069-71872168	Other high-grade glioma
OBI1-AS1	78363572-78363731	78274252-78274337	78578476-78578714	Other high-grade glioma
NOVA1	26568420-26568465	26479976-26480143	26595409-26595499	Other high-grade glioma
LINC01006	156603785-156603911	156472195-156472711	156605187-156605380	Other high-grade glioma
PRELID2	145825998-145826200	145823076-145823134	145835176-145835336	Other high-grade glioma
FYN	111818615-111818740	111780565-111780635	111819859-111819980	Other high-grade glioma
IP6K2	48694702-48694824	48693122-48693179	48695089-48695418	Other high-grade glioma
KCTD20	36451534-36451632	36443037-36443111	36470051-36470257	Other high-grade glioma
PDP1	93917911-93917945	93916946-93917218	93922015-93922289	Other high-grade glioma
ENSG00000271860	97309982-97310059	97305552-97306096	97373847-97373914	Other high-grade glioma
KCNQ2	63419619-63419672	63414902-63415126	63424176-63424206	Other high-grade glioma
PANTR1	104829969-104830093	104812708-104812784	104853109-104853183	Other high-grade glioma
NOTCH2NLA	146210834-146211129	146189299-146189381	146228708-146229031	Other high-grade glioma
ELOC	73969560-73969673	73964486-73964625	73972076-73972232	Other high-grade glioma
CLEC18B	74418059-74418298	74413578-74413676	74420500-74420592	Other high-grade glioma
C19orf54	40744067-40744196	40743914-40743981	40744558-40744683	Other high-grade glioma
ZNF793	37520184-37520312	37508263-37508403	37522531-37522647	Other high-grade glioma
C12orf4	4518058-4518255	4505305-4505380	4525253-4525375	Other high-grade glioma
BID	17743803-17744013	17739348-17739488	17774380-17774495	Other high-grade glioma
TMCO1	165754854-165754990	165754227-165754274	165759524-165759584	Other high-grade glioma
APOD	195577062-195577183	195573849-195573971	195579338-195579495	Other high-grade glioma
KCNG1	51013729-51013844	51009796-51010364	51022869-51023094	Other high-grade glioma
NCOA1	24554389-24554573	24491253-24491602	24564294-24564430	Other high-grade glioma
TPTEP2	38369986-38370045	38361398-38361560	38380369-38380423	Other high-grade glioma
SELENOT	150618709-150618928	150603335-150603686	150622384-150622495	Other high-grade glioma
GORAB	170536310-170536421	170533463-170533651	170539209-170539567	Other high-grade glioma
LUC7L2	139375509-139375583	139374400-139374471	139376061-139376156	Other high-grade glioma
DAG1	49487254-49487415	49476848-49476900	49510418-49510819	Other high-grade glioma
AGPAT5	6709481-6709542	6708692-6708887	6724869-6724939	Other high-grade glioma
CELF4	37247186-37247270	37245003-37245197	37253766-37253938	Other high-grade glioma
RBM38	57392397-57392492	57391636-57391818	57392653-57392777	Other high-grade glioma
NME9	138324175-138324594	138319477-138319581	138324872-138324930	Other high-grade glioma
CBWD3	68259347-68259434	68258531-68258569	68264467-68264514	Other high-grade glioma
COQ5	120523885-120524002	120522213-120522363	120528939-120529155	Other high-grade glioma
RNF146	127285208-127285348	127280515-127280604	127286049-127286097	Other high-grade glioma
TM2D3	101651208-101651391	101650069-101650161	101651695-101651998	Other high-grade glioma
MEGF11	65909740-65909806	65906084-65906141	65912081-65912200	Other high-grade glioma
PPIP5K2	103187314-103187376	103184671-103184744	103190841-103190982	Other high-grade glioma
B3GNTL1	82960359-82960486	82957358-82957494	82961056-82961332	Other high-grade glioma
ATP7A	77922999-77923100	77910738-77910835	77971620-77971761	Other high-grade glioma
ATP7A	77922999-77923188	77910738-77910835	77971620-77971761	Other high-grade glioma
IST1	71924091-71924281	71923287-71923380	71924768-71924817	Other high-grade glioma
TPST1	66205794-66205921	66205316-66205522	66240324-66240550	Other high-grade glioma
SERPINB6	2968799-2968913	2955523-2955670	2971532-2971777	Other high-grade glioma
ETS2	38806691-38806808	38805982-38806120	38810034-38810106	Other high-grade glioma
PCBP2	53460331-53460425	53459271-53459403	53461014-53461143	Other high-grade glioma
IFTAP	36597644-36597730	36594368-36594592	36610080-36610239	Other high-grade glioma
ASCC2	29825622-29825780	29825086-29825257	29832244-29832342	Other high-grade glioma
GALNT11	152027597-152027718	152025713-152025884	152079286-152079408	Other high-grade glioma
AP1S2	15840497-15840591	15828191-15828200	15845378-15845516	Other high-grade glioma
SSX2IP	84671177-84671308	84670645-84670815	84690370-84690461	Other high-grade glioma
PLP1	103780803-103780910	103776873-103776999	103785581-103785768	Other high-grade glioma
ABHD2	89103903-89104044	89088421-89088563	89113724-89113824	Other high-grade glioma
RBM14	66623901-66623968	66616629-66617057	66624213-66624593	Other high-grade glioma
ENSG00000272865	242178295-242178365	242147229-242147554	242184852-242185351	Other high-grade glioma
KCTD20	36443418-36443530	36443016-36443111	36470051-36470257	Other high-grade glioma
MAN1B1	137088268-137088398	137088074-137088183	137088868-137089005	Other high-grade glioma
SRSF11	70231095-70231203	70228421-70228555	70232267-70232377	Other high-grade glioma
WDR62	36081794-36081935	36081432-36081570	36083062-36083241	Other high-grade glioma
LINC00342	95814671-95814791	95814049-95814145	95816723-95817831	Other high-grade glioma
DPY19L2P1	35164840-35164959	35162000-35162094	35179017-35179155	Other high-grade glioma
PGAP1	196877573-196877636	196875745-196875821	196880075-196880153	Other high-grade glioma
ENTPD6	25207076-25207397	25195692-25195867	25209848-25209925	Other high-grade glioma
ENTPD6	25207079-25207397	25195725-25195867	25209848-25209925	Other high-grade glioma
NPAS3	33215537-33215587	33215181-33215426	33367191-33367268	Other high-grade glioma
CHCHD7	56216680-56216754	56216388-56216531	56217330-56217412	Other high-grade glioma
MED23	131615324-131615341	131610045-131610246	131615906-131616002	Other high-grade glioma
ZEB1	31387124-31387266	31320125-31320207	31461036-31461237	Other high-grade glioma
CNIH3	224566199-224566264	224515740-224515876	224680957-224681026	Other high-grade glioma
RRN3P1	21819302-21819481	21818655-21818761	21820294-21820437	Other high-grade glioma
